Unique ID,Business Name,Type (Chain/Independent),Probability of Muslim Ownership,Category,Street,City,Zip Code,State/Region,Country,Phone Number,Website URL,Google Maps Link,Latitude,Longitude,Opening Hours,Facebook,Instagram,TikTok,Data Source
UK-EDI-003,West End Medical Practice,Independent,,Doctors,36 Manor Pl,Edinburgh,EH3 7EB,,UK,+44 131 225 5220,http://www.westendmedicalpractice.co.uk,https://www.google.com/maps/place/West+End+Medical+Practice/data=!4m7!3m6!1s0x43ddc81040433829:0x5cd803c1550bca32!8m2!3d55.9491741!4d-3.2164839!16s%2Fg%2F1q64rb0kg!19sChIJKThDQBDI3UMRMsoLVcED2Fw,55.961525,-3.2717049,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-EDI-004,Muirhouse Medical Group,Independent,,Doctors,Muirhouse Medical Group,Edinburgh,EH4 4PL,,UK,+44 131 202 4444,http://www.muirhousemedicalgroup.co.uk,https://www.google.com/maps/place/Muirhouse+Medical+Group/data=!4m7!3m6!1s0x4887c630105e3f25:0xff48e15709b1a23f!8m2!3d55.9701965!4d-3.2515592!16s%2Fg%2F1hc6ly0nw!19sChIJJT9eEDDGh0gRP6KxCVfhSP8,55.9701965,-3.323657,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-EDI-005,"The University Health Centre, The University Of Edinburgh",Independent,,Doctors,6 Bristo Pl,Edinburgh,EH8 9AL,,UK,+44 131 650 2777,https://www.health-service.ed.ac.uk,"https://www.google.com/maps/place/The+University+Health+Centre,+The+University+of+Edinburgh/data=!4m7!3m6!1s0x4887c786156c3b5d:0x3b4bb148a3796289!8m2!3d55.9458427!4d-3.188366!16s%2Fg%2F11gzwgqfr!19sChIJXTtsFYbHh0gRiWJ5o0ixSzs",55.9455473,-3.2629931,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-EDI-006,Waterside House,Independent,,Doctors,19 Hawthornbank Ln,Edinburgh,EH4 3BH,,UK,+44 131 202 5314,,https://www.google.com/maps/place/Waterside+House/data=!4m7!3m6!1s0x4887c7bae3254cd3:0xa923f75f42ff2ba8!8m2!3d55.9516595!4d-3.2178738!16s%2Fg%2F1th5j0kc!19sChIJ00wl47rHh0gRqCv_Ql_3I6k,55.9455473,-3.2629931,Tue: 9 AM-5 PM? | Wed: 9 AM-5 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5 PM?,,,,Google Maps
UK-EDI-007,Bruntsfield Medical Practice,Independent,,Doctors,11 Forbes Rd,Edinburgh,EH10 4EY,,UK,+44 131 228 6081,http://www.bruntsfieldmedicalpractice.co.uk,https://www.google.com/maps/place/Bruntsfield+Medical+Practice/data=!4m7!3m6!1s0x4887c70b1cfdbe51:0x8a6606f1d053b83d!8m2!3d55.9357961!4d-3.2071999!16s%2Fg%2F1tfxxlww!19sChIJUb79HAvHh0gRPbhT0PEGZoo,55.9455473,-3.2629931,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-CAR-001,The Igp - Private Doctors - Cardiff Gate,Independent,,Doctors,Cardiff Gate Business Park,Cardiff,CF23 8RS,Malthouse Ave,UK,+44 345 625 2252,https://www.theigp.co.uk,https://www.google.com/maps/place/The+iGP+-+Private+Doctors+-+Cardiff+Gate/data=!4m7!3m6!1s0x486e1dc665f8c4bd:0xf9081f89a366c02!8m2!3d51.5403678!4d-3.1361111!16s%2Fg%2F1yh9tw71h!19sChIJvcT4ZcYdbkgRAmw2mviBkA8,51.5403678,-3.2082089,Tue: 8:30 AM-5 PM? | Wed: 8:30 AM-5 PM? | Thu: 8:30 AM-5 PM? | Fri: 8:30 AM-5 PM? | Sat: 9 AM-1 PM? | Sun: Closed? | Mon: 8:30 AM-5 PM?,,,,Google Maps
UK-CAR-002,Butetown Medical Practice,Independent,,Doctors,@Loudoun Plas Iona,Cardiff,CF10 5HW,,UK,+44 29 2048 3126,https://butetownmedical.wales.nhs.uk,https://www.google.com/maps/place/Butetown+Medical+Practice/data=!4m7!3m6!1s0x486e034aeb0f459f:0xc3e41537accc05ca!8m2!3d51.4705457!4d-3.1695284!16s%2Fg%2F1yh9trr_n!19sChIJn0UP60oDbkgRygXMrDcV5MM,51.4705457,-3.2416262,Tue: 8:30 AM-6 PM? | Wed: 8:30 AM-6 PM? | Thu: 8:30 AM-6 PM? | Fri: 8:30 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:30 AM-6 PM?,,,,Google Maps
UK-CAR-003,Roath House Surgery,Independent,,Doctors,100 Pen-Y-Lan Rd,Cardiff,CF23 5RH,,UK,+44 29 2046 1100,https://roathhousesurgery.nhs.wales,https://www.google.com/maps/place/Roath+House+Surgery/data=!4m7!3m6!1s0x486e1ce96e5528b7:0xcb9042c4e1a96df4!8m2!3d51.4979546!4d-3.162772!16s%2Fg%2F1hc2wgczh!19sChIJtyhVbukcbkgR9G2p4cRCkMs,51.4979546,-3.2348698,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-6:30 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
UK-CAR-004,Cloughmore Surgery,Independent,,Doctors,19 S Park Rd,Cardiff,CF24 2LU,,UK,+44 29 2046 2793,http://cloughmoremedicalcentre.co.uk,https://www.google.com/maps/place/Cloughmore+Surgery/data=!4m7!3m6!1s0x486e1cd76ceeb1b9:0xd65542fe872a637e!8m2!3d51.4820771!4d-3.1441566!16s%2Fg%2F1q5bn97ll!19sChIJubHubNccbkgRfmMqh_5CVdY,51.4705457,-3.2416262,Tue: 8:30 AM-6 PM? | Wed: 8:30 AM-6 PM? | Thu: 8:30 AM-6 PM? | Fri: 8:30 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:30 AM-6 PM?,,,,Google Maps
UK-CAR-005,Woodlands Medical Centre,Independent,,Doctors,1 Green Farm Rd,Cardiff,CF5 4RG,,UK,+44 29 2059 1444,http://www.woodlands-medical-centre.co.uk,https://www.google.com/maps/place/Woodlands+Medical+Centre/data=!4m7!3m6!1s0x486e1acb7b051d35:0x6a3c1642900cc7b9!8m2!3d51.4707202!4d-3.2611736!16s%2Fg%2F1vxdxqgb!19sChIJNR0Fe8sabkgRuccMkEIWPGo,51.4707202,-3.3332714,Tue: 8:30 AM-6:30 PM? | Wed: 8:30 AM-6:30 PM? | Thu: 8:30 AM-6:30 PM? | Fri: 8:30 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:30 AM-6:30 PM?,,,,Google Maps
UK-CAR-006,North Road Medical Practice,Independent,,Doctors,182 North Rd,Cardiff,CF14 3XQ,,UK,+44 29 2061 9188,https://northroadmedicalpracticecardiff.nhs.wales,https://www.google.com/maps/place/North+Road+Medical+Practice/data=!4m7!3m6!1s0x486e1c9dbac1444d:0x24eed716e94bfdcb!8m2!3d51.4998101!4d-3.1942302!16s%2Fg%2F1tg_fgwx!19sChIJTUTBup0cbkgRy_1L6RbX7iQ,51.4705457,-3.2416262,Tue: 8 AM-5:30 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-CAR-007,Dr Aran,Independent,,Doctors,Dr Aran's Clinic,Cardiff,CF24 3JD,,UK,+44 7901 959600,https://draran.co.uk,https://www.google.com/maps/place/Dr+Aran/data=!4m7!3m6!1s0x486e1db16128ca6f:0xa303359a43d9122e!8m2!3d51.4920947!4d-3.171501!16s%2Fg%2F11yh17lcr0!19sChIJb8ooYbEdbkgRLhLZQ5o1A6M,51.4705457,-3.2416262,Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 10 AM-6 PM? | Sat: 10 AM-6 PM? | Sun: Closed? | Mon: 9 AM-7 PM?,,,,Google Maps
UK-CAR-008,Cardiff Bay Surgery,Independent,,Doctors,Grangetown Health Centre,Cardiff,CF11 7DJ,,UK,+44 29 2009 9378,https://cardiffbay.gpsurgery.net,https://www.google.com/maps/place/Cardiff+Bay+Surgery/data=!4m7!3m6!1s0x486e0351c2c1256b:0x15bca7518ea2074!8m2!3d51.4655521!4d-3.180808!16s%2Fg%2F11bzswv2_k!19sChIJayXBwlEDbkgRdCDqGHXKWwE,51.4705457,-3.2416262,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-6:30 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
UK-BRI-001,Beard Medical Practice - Private Gp Bristol,Independent,,Doctors,Litfield House Medical Centre,Bristol,BS8 3LS,Clifton Down,UK,+44 117 317 1423,https://www.beardmedical.com,https://www.google.com/maps/place/Beard+Medical+Practice+-+Private+GP+Bristol/data=!4m7!3m6!1s0x48718db8e265e9c5:0xd4cc10cfc299719d!8m2!3d51.4577319!4d-2.6232532!16s%2Fg%2F11c310qdk2!19sChIJxell4riNcUgRnXGZws8QzNQ,51.4751643,-2.6835987,Tue: 8:15 AM-6 PM? | Wed: 8:15 AM-6 PM? | Thu: 8:15 AM-6 PM? | Fri: 8:15 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:15 AM-6 PM?,,https://www.instagram.com/auto.doctor.bristol,,Google Maps
UK-BRI-002,Lawrence Hill Health Centre,Independent,,Doctors,Lawrence Hill Health Centre,Bristol,BS2 0AN,,UK,+44 117 954 3060,https://www.lawrencehillhealthcentre.co.uk,https://www.google.com/maps/place/Lawrence+Hill+Health+Centre/data=!4m7!3m6!1s0x48718e6845a7ca8d:0x59a9cf45a1959efd!8m2!3d51.4575357!4d-2.572178!16s%2Fg%2F1tdqb0ht!19sChIJjcqnRWiOcUgR_Z6VoUXPqVk,51.4523955,-2.6468318,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-6:30 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
UK-BRI-003,Regent Street Clinic Bristol,Independent,,Doctors,The Galleries Shopping Centre,Bristol,BS1 3XA,Broadmead,UK,+44 333 455 9070,https://www.regentstreetclinic.co.uk,https://www.google.com/maps/place/Regent+Street+Clinic+Bristol/data=!4m7!3m6!1s0x48718feae80c2087:0xcf8a4e4a7efb6650!8m2!3d51.4573682!4d-2.5889325!16s%2Fg%2F11w1rg067_!19sChIJhyAM6OqPcUgRUGb7fkpOis8,51.4573682,-2.7331281,Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 9 AM-1 PM? | Sun: Closed? | Mon: 9 AM-6 PM?,,,,Google Maps
UK-BRI-004,The Lagom Clinic,Independent,,Doctors,4 Redland Ct Rd,Bristol,BS6 7EE,,UK,+44 117 987 2075,https://thelagom.co.uk,https://www.google.com/maps/place/The+Lagom+Clinic/data=!4m7!3m6!1s0x48718d3913912aa5:0xa0192d52fb86427d!8m2!3d51.4705349!4d-2.6010359!16s%2Fg%2F11pckwbgkf!19sChIJpSqREzmNcUgRfUKG-1ItGaA,51.4705349,-2.7452315,Tue: 8 AM-9 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 10 AM-1 PM? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-BRI-005,Broadmead Medical Centre,Independent,,Doctors,59 Broadmead,Bristol,BS1 3EA,,UK,+44 117 954 9828,http://www.broadmeadmedicalcentre.nhs.uk,https://www.google.com/maps/place/Broadmead+Medical+Centre/data=!4m7!3m6!1s0x48718e772f5a8d9d:0x63dfa79f0b8b0416!8m2!3d51.4572095!4d-2.5895013!16s%2Fg%2F1tdgjqc7!19sChIJnY1aL3eOcUgRFgSLC5-n32M,51.4572095,-2.7336969,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-6:30 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
UK-BRI-006,The Family Practice,Independent,,Doctors,The Family Practice Western College,Bristol,BS6 6DF,,UK,+44 117 946 6455,https://www.thefamilypracticewesterncollege.nhs.uk,https://www.google.com/maps/place/The+Family+Practice/data=!4m7!3m6!1s0x48718dddd26094e5:0xc6d952b795554d01!8m2!3d51.4626305!4d-2.6032052!16s%2Fg%2F1tdfslff!19sChIJ5ZRg0t2NcUgRAU1VlbdS2cY,51.4626305,-2.7474008,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-6:30 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
UK-BRI-007,Gloucester Road Medical Centre,Independent,,Doctors,1A Church Rd,Bristol,BS7 8SA,,UK,+44 117 949 7774,http://www.grmc.nhs.uk,https://www.google.com/maps/place/Gloucester+Road+Medical+Centre/data=!4m7!3m6!1s0x48718e02c1ea51c9:0x8ad697da87cf0098!8m2!3d51.4851258!4d-2.5870067!16s%2Fg%2F1tv23lvm!19sChIJyVHqwQKOcUgRmADPh9qX1oo,51.4851258,-2.7312023,Tue: 8:30 AM-6:30 PM? | Wed: 8:30 AM-6:30 PM? | Thu: 8:30 AM-6:30 PM? | Fri: 8:30 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:30 AM-6:30 PM?,,,,Google Maps
UK-BRI-008,Bedminster Family Practice,Independent,,Doctors,,Bristol,,,UK,+44 117 966 3149,,https://www.google.com/maps/place/Bedminster+Family+Practice/data=!4m7!3m6!1s0x48718e80061b6c97:0x1192b22fcdecd807!8m2!3d51.4441392!4d-2.5942643!16s%2Fg%2F1td1jflt!19sChIJl2wbBoCOcUgRB9jszS-ykhE,51.4626305,-2.7474008,,,,,Google Maps
UK-LIV-001,Ghosh Medical Group,Independent,,Doctors,Ghosh Medical Group,Liverpool,L1 9ED,,UK,+44 333 200 3338,https://www.drarunghosh.co.uk,https://www.google.com/maps/place/Ghosh+Medical+Group/data=!4m7!3m6!1s0x487b2045bff9ddad:0xcc176bd7b320f6b3!8m2!3d53.4031885!4d-2.9728015!16s%2Fg%2F11b5qvsnzk!19sChIJrd35v0Uge0gRs_Ygs9drF8w,53.4031885,-76.8009265,Open · Closes 5:30 PM,https://www.facebook.com/Liverpool-Ayurveda-And-Herbs-Clinic-104660454260605,,,Google Maps
UK-UNI-008,River Valley Physicians Family Medicine 2,Independent,,Doctors,16761 St Clair Ave Suite 2,United States,,OH 43920,UK,+1 330-932-3301,https://elch.org/river-valley-physicians/family-medicine,https://www.google.com/maps/place/River+Valley+Physicians+Family+Medicine+2/data=!4m7!3m6!1s0x883411324ef00001:0x4b6172127d7282be!8m2!3d40.6574635!4d-80.5748741!16s%2Fg%2F11q3tg4jd6!19sChIJAQDwTjIRNIgRvoJyfRJyYUs,40.6574635,-154.4029991,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-UNI-009,North Medical Family Practice,Independent,,Doctors,5100 W Taft Rd,United States,,NY 13088,UK,+1 315-452-2828,,https://www.google.com/maps/place/North+Medical+Family+Practice/data=!4m7!3m6!1s0x89d9edc24178fe09:0x28fe8b2288e684f3!8m2!3d43.1201339!4d-76.1608693!16s%2Fg%2F1tgd7j8q!19sChIJCf54QcLt2YkR84TmiCKL_ig,43.1201339,-149.9889943,Tue: 7:30 AM-4:30 PM? | Wed: 7:30 AM-4:30 PM? | Thu: 7:30 AM-4:30 PM? | Fri: 7:30 AM-4:30 PM? | Sat: 8 AM-4 PM? | Sun: Closed? | Mon: 7:30 AM-4:30 PM?,,,,Google Maps
UK-UNI-010,St. Joseph's Physicians In Liverpool-north Medical Center,Independent,,Doctors,5100 W Taft Rd # L,United States,,NY 13088,UK,+1 315-452-2828,https://www.sjhsyr.org/location/st-josephs-physicians-primary-care-liverpool,https://www.google.com/maps/place/St.+Joseph%27s+Physicians+in+Liverpool-North+Medical+Center/data=!4m7!3m6!1s0x89d9edc23d9e75a7:0xbb4638e8a3eccf6c!8m2!3d43.1201548!4d-76.1608142!16s%2Fg%2F1wnf20qx!19sChIJp3WePcLt2YkRbM_so-g4Rrs,43.1201548,-149.9889392,Tue: 7:30 AM-4:30 PM? | Wed: 7:30 AM-4:30 PM? | Thu: 7:30 AM-4:30 PM? | Fri: 7:30 AM-4:30 PM? | Sat: 8 AM-12 PM? | Sun: Closed? | Mon: 7:30 AM-4:30 PM?,,,,Google Maps
UK-UNI-011,Doctors On Call,Independent,,Doctors,332 W 6th St A,United States,,OH 43920,UK,+1 330-386-6339,https://docmedicalcenter.com,https://www.google.com/maps/place/Doctors+On+Call/data=!4m7!3m6!1s0x883416fc6781a01d:0xa312da9305759c49!8m2!3d40.6214417!4d-80.5841312!16s%2Fg%2F1tfwk_yn!19sChIJHaCBZ_wWNIgRSZx1BZPaEqM,40.6214417,-154.4122562,Tue: 8 AM-4 PM? | Wed: 8 AM-4 PM? | Thu: 8 AM-4 PM? | Fri: 8 AM-2 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-4 PM?,,,,Google Maps
UK-UNI-012,River Valley Physicians Internal Medicine,Independent,,Doctors,123 W 6th St,United States,,OH 43920,UK,+1 330-385-7170,https://www.elch.org/river-valley-physicians/?utm_source=GMBSocialClimb&utm_medium=LeoMeier%2CPA-C-RiverValleyPhysicians,https://www.google.com/maps/place/River+Valley+Physicians+Internal+Medicine/data=!4m7!3m6!1s0x883416fbbfc35325:0x109af7912b41f439!8m2!3d40.620654!4d-80.580276!16s%2Fg%2F1v6p9hmk!19sChIJJVPDv_sWNIgROfRBK5H3mhA,40.620654,-154.408401,Tue: 9 AM-5 PM? | Wed: 9 AM-5 PM? | Thu: 9:30 AM-5 PM? | Fri: 9 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5 PM?,,,,Google Maps
UK-UNI-013,Chionuma Henry N Md,Independent,,Doctors,7711 Oswego Rd,United States,,NY 13090,UK,+1 315-652-1034,https://www.patientfusion.com/doctor/henry-chionuma-md-mph-32761,https://www.google.com/maps/place/Chionuma+Henry+N+MD/data=!4m7!3m6!1s0x89d9efabe85a463d:0x7fdf1d8a3928271c!8m2!3d43.1437297!4d-76.2296667!16s%2Fg%2F1tdkhn5n!19sChIJPUZa6Kvv2YkRHCcoOYod338,43.1437297,-150.0577917,Tue: 9 AM-5 PM? | Wed: Closed? | Thu: 9 AM-5 PM? | Fri: 9 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5 PM?,,,,Google Maps
UK-UNI-014,"Dr. Steven Liverpool, Md",Independent,,Doctors,322 Linden Blvd,United States,,NY 11226,UK,+1 718-469-5500,http://www.downstate.edu,"https://www.google.com/maps/place/Dr.+Steven+Liverpool,+MD/data=!4m7!3m6!1s0x89c25b67dca944c7:0xb00b238949718c08!8m2!3d40.6524601!4d-73.9470496!16s%2Fg%2F1tfr1bpx!19sChIJx0Sp3GdbwokRCIxxSYkjC7A",40.6524601,-147.7751746,,,,,Google Maps
UK-UNI-015,"Dr. Heather J. Finger, Md",Independent,,Doctors,5100 W Taft Rd,United States,,NY 13088,UK,+1 315-452-2828,,"https://www.google.com/maps/place/Dr.+Heather+J.+Finger,+MD/data=!4m7!3m6!1s0x89d9c055364d398b:0x687cbc012fde34e7!8m2!3d43.1201548!4d-76.1608142!16s%2Fg%2F1vc6fd1g!19sChIJizlNNlXA2YkR5zTeLwG8fGg",43.1201548,-149.9889392,,,,,Google Maps
UK-UNI-016,Theodore Chrobak,Independent,,Doctors,332 W 6th St A,United States,,OH 43920,UK,+1 330-386-6339,http://www.docmedicalcenter.com/family-medicine,https://www.google.com/maps/place/Theodore+Chrobak/data=!4m7!3m6!1s0x883416fc6781a01d:0xa24cbd1973361d8f!8m2!3d40.6215784!4d-80.5841995!16s%2Fg%2F1tfzbvf7!19sChIJHaCBZ_wWNIgRjx02cxm9TKI,40.6215784,-154.4123245,Tue: 8 AM-4 PM? | Wed: 8 AM-4 PM? | Thu: 8 AM-4 PM? | Fri: 8 AM-2 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-4 PM?,,,,Google Maps
UK-UNI-017,River Valley Physicians Women's Health,Independent,,Doctors,205 W 6th St,United States,,OH 43920,UK,+1 330-385-9670,https://elch.org/river-valley-physicians/ob-gyn-services,https://www.google.com/maps/place/River+Valley+Physicians+Women%27s+Health/data=!4m7!3m6!1s0x883411d15fd382d7:0xd8e5de8a522e9db7!8m2!3d40.6210299!4d-80.5812899!16s%2Fg%2F11j79gt_lk!19sChIJ14LTX9ERNIgRt50uUore5dg,40.6210299,-154.4094149,Tue: 7:30 AM-4:30 PM? | Wed: 7:30 AM-4:30 PM? | Thu: 7:30 AM-4:30 PM? | Fri: Closed? | Sat: Closed? | Sun: Closed? | Mon: 7:30 AM-4:30 PM?,,,,Google Maps
UK-UNI-018,East Liverpool City Hospital,Independent,,Doctors,425 W 5th St,United States,,OH 43920,UK,+1 330-385-7200,https://www.elch.org/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=GMBWebsite,https://www.google.com/maps/place/East+Liverpool+City+Hospital/data=!4m7!3m6!1s0x883416fdaf0238e1:0x82f005d190406909!8m2!3d40.6217986!4d-80.5864968!16s%2Fg%2F1tdg3wcp!19sChIJ4TgCr_0WNIgRCWlAkNEF8II,40.6217986,-154.4146218,Open 24 hours,,,,Google Maps
UK-UNI-019,Crouse Medical Practice Cardiology - Clay/liverpool,Independent,,Doctors,8324 Oswego Rd suite c,United States,,NY 13090,UK,+1 315-409-4763,https://crousemed.com/?utm_source=Google%20Plus&utm_medium=organic%20plus&utm_campaign=organic,https://www.google.com/maps/place/Crouse+Medical+Practice+Cardiology+-+Clay%2FLiverpool/data=!4m7!3m6!1s0x89d9ef19bc87f495:0x7501774bc2708a8!8m2!3d43.1760142!4d-76.2495381!16s%2Fg%2F1tykwcws!19sChIJlfSHvBnv2YkRqAgnvHQXUAc,43.1760142,-150.0776631,Tue: 8:30 AM-5 PM? | Wed: 8:30 AM-5 PM? | Thu: 8:30 AM-5 PM? | Fri: 8:30 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 8:30 AM-5 PM?,,,,Google Maps
UK-UNI-020,River Valley Physicians Psychology,Independent,,Doctors,205 W 6th St,United States,,OH 43920,UK,+1 330-932-3271,https://river-valley-physicians.com,https://www.google.com/maps/place/River+Valley+Physicians+Psychology/data=!4m7!3m6!1s0x883417e20d01a98d:0x13fa6cbd4ed7b060!8m2!3d40.6210156!4d-80.5812969!16s%2Fg%2F11j1z3lc_3!19sChIJjakBDeIXNIgRYLDXTr1s-hM,40.6210156,-154.4094219,Tue: 8 AM-5 PM? | Wed: 8 AM-5 PM? | Thu: 8 AM-5 PM? | Fri: Closed? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-5 PM?,,,,Google Maps
UK-UNI-021,Crouse Medical Practice-syracuse-downtown,Independent,,Doctors,739 Irving Ave 200 & 300,United States,,NY 13210,UK,+1 315-479-5070,https://crousemed.com/locations/crouse-medical-practice-syracuse-downtown,https://www.google.com/maps/place/Crouse+Medical+Practice-Syracuse-Downtown/data=!4m7!3m6!1s0x89d9f3a1f94bb735:0x47d0d22d1f25e848!8m2!3d43.0411724!4d-76.1374812!16s%2Fg%2F1tmcn6yk!19sChIJNbdL-aHz2YkRSOglHy3S0Ec,43.0411724,-149.9656062,Tue: 8 AM-5 PM? | Wed: 8 AM-5 PM? | Thu: 8 AM-5 PM? | Fri: 8 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-5 PM?,https://www.facebook.com/Liverpool-Ayurveda-And-Herbs-Clinic-104660454260605,,,Google Maps
UK-LIV-002,Liverpool Ayurveda And Herbs Clinic,Independent,,Doctors,92 Lawrence Rd,Liverpool,L15 0EQ,,UK,+44 7421 692197,https://www.facebook.com/Liverpool-Ayurveda-And-Herbs-Clinic-104660454260605,https://www.google.com/maps/place/Liverpool+Ayurveda+and+Herbs+Clinic/data=!4m7!3m6!1s0x487b21b2ff2ba121:0xe2ef2c1326df709a!8m2!3d53.3964674!4d-2.9330381!16s%2Fg%2F11h_6r5gtt!19sChIJIaEr_7Ihe0gRmnDfJhMs7-I,53.3964674,-76.7611631,Tue: 10 AM-6 PM? | Wed: 10 AM-6 PM? | Thu: 10 AM-6 PM? | Fri: 10 AM-6 PM? | Sat: 10 AM-6 PM? | Sun: Closed? | Mon: 10 AM-6 PM?,https://www.facebook.com/Liverpool-Ayurveda-And-Herbs-Clinic-104660454260605,,,Google Maps
UK-UNI-022,Family Practice Associates,Independent,,Doctors,8324 Oswego Rd suite d,United States,,NY 13090,UK,+1 315-652-6551,https://www.fpacny.com,https://www.google.com/maps/place/Family+Practice+Associates/data=!4m7!3m6!1s0x89d9ef19bc87f495:0xeae3cd278f779e27!8m2!3d43.1759501!4d-76.2493632!16s%2Fg%2F1xn_pck5!19sChIJlfSHvBnv2YkRJ553jyfN4-o,43.0411724,-149.9656062,Tue: 8 AM-5 PM? | Wed: 8 AM-5 PM? | Thu: 8 AM-5 PM? | Fri: 8 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-5 PM?,https://www.facebook.com/Liverpool-Ayurveda-And-Herbs-Clinic-104660454260605,,,Google Maps
UK-SHE-001,Regent Street Clinic Sheffield,Independent,,Doctors,90 Rockingham St,Sheffield,S1 4EB,,UK,+44 114 358 3930,https://www.regentstreetclinic.co.uk,https://www.google.com/maps/place/Regent+Street+Clinic+Sheffield/data=!4m7!3m6!1s0x4879828009d7623b:0xbd7ca734b86d9198!8m2!3d53.3805905!4d-1.4758403!16s%2Fg%2F11bwkz4yhc!19sChIJO2LXCYCCeUgRmJFtuDSnfL0,53.3805905,-1.6200359,Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 9 AM-5 PM? | Sun: Closed? | Mon: 9 AM-6 PM?,https://www.facebook.com/profile.php?id=61552212132716,,,Google Maps
UK-SHE-002,Carrfield Medical Centre,Independent,,Doctors,Carrfield St,Sheffield,S8 9SG,,UK,+44 114 258 4724,https://www.gpsheffield.co.uk,https://www.google.com/maps/place/Carrfield+Medical+Centre/data=!4m7!3m6!1s0x4879828b4b424d9d:0x8017018e2197ce0c!8m2!3d53.3590925!4d-1.4645284!16s%2Fg%2F1hc458x5w!19sChIJnU1CS4uCeUgRDM6XIY4BF4A,53.3590925,-1.608724,Tue: 8 AM-6:30 PM? | Wed: 8 AM-6:30 PM? | Thu: 8 AM-4 PM? | Fri: 8 AM-6:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6:30 PM?,,,,Google Maps
